123;34;
125;34;
124;34;
156;34;
132;131;
134;131;
165;131;
166;131;
131;101;
100;101;
107;101;
108;101;
70;91;
71;91;
73;59;
105;59;
112;59;
113;59;
114;59;
115;59;
116;59;
118;59;
157;59;
159;59;
59;5;
150;164;
164;85;
149;85;
76;102;
120;96;
109;80;
128;119;
2;122;
122;13;
119;13;
80;13;
96;13;
102;13;
85;13;
41;13;
74;13;
126;13;
92;13;
99;13;
95;13;
83;13;
94;13;
13;162;
35;36;
78;36;
79;36;
19;39;
90;39;
151;39;
153;39;
160;39;
47;6;
138;6;
31;6;
18;6;
7;6;
42;6;
135;6;
12;6;
72;6;
136;6;
26;6;
37;6;
10;6;
137;6;
111;7;
98;42;
127;42;
104;10;
121;10;
155;10;
