1;01;05;unknown;26;27;
1;06;07;unknown;6;94;
1;08;16;unknown;72;30;
1;18;20;unknown;12;32;57;
1;30;34;unknown;6;138;99;
1;21;29;unknown;57;12;32;
1;35;39;unknown;47;138;13;
1;40;41;unknown;47;137;119;
1;42;54;unknown;136;85;
1;55;59;unknown;136;127;
1;60;64;unknown;6;210;
1;65;71;unknown;6;10;
1;72;75;unknown;6;10;
1;76;84;unknown;31;
1;85;86;unknown;6;7;
