50145;99B3;3
50145;8910;3
50111;8961;3
50145;9382;3
50014;9092;3
50014;8901;3
50144;8922;3
50061;9335;3
50014;8929;3
50014;8902;3
50061;9437;3
50061;9491;3
50061;9439;3
50144;8251;3
50145;8919;3
50116;8078;3
50024;3996;3
50024;4493;3
50061;9319;3
50095;531;3
50024;9059;3
50144;8608;3
50144;6373;3
50144;9723;3
50144;8211;3
50114;99A3;3
50014;8722;3
50162;74;3
50193;9641;3
50061;9438;3
50067;9307;3
50151;9546;3
50024;9401;3
50173;8445;3
50173;8419;3
50176;9529;3
50144;5787;3
50176;4924;3
50176;6091;3
50061;9384;3
50024;9133;3
50176;3909;3
50176;331;3
50176;9408;3
50176;3901;3
50176;2061;3
50024;9920;3
50014;8723;3
50195;9324;3
50176;884;3
50061;9412;3
50193;9656;3
50160;8946;3
50065;9384;3
50088;8456;3
50144;8677;3
50067;3780;3
50088;2952;3
50176;7873;3
50144;8676;3
50188;9033;3
50143;7711;3
50114;99A0;3
50116;8149;3
50072;3594;3
50014;8821;3
50173;8446;3
50159;9541;3
50067;8902;3
50145;8914;3
50115;7252;3
50115;9491;3
50024;944;3
50088;2763;3
50088;8550;3
50116;8313;3
50195;8901;3
50116;8385;3
50116;8388;3
50176;9522;3
50144;9383;3
50072;3884;3
50129;9425;3
50044;8833;3
50072;3584;3
50014;8724;3
50044;9541;3
50144;5899;3
50072;4102;3
50116;8387;3
50143;8139;3
50072;3573;3
50024;9926;3
50088;4959;3
50065;9469;3
50072;3535;3
50173;7839;3
50176;7955;3
50185;9635;3
50116;8146;3
50090;693;3
50211;6519;3
50072;7834;3
50072;4106;3
50072;947X;3
50072;3921;3
50176;18;3
50176;2421;3
50072;3592;3
50088;2754;3
50088;5845;3
50188;4229;3
50167;4951;3
50114;2761;3
50065;946A;3
50065;9319;3
50156;9053;3
50154;8966;3
50024;8965;3
50217;9542;3
50143;8008;3
50072;3554;3
50010;728;3
50114;6299;3
50195;9314;3
50072;8666;3
50116;7718;3
50176;8832;3
50129;8471;3
50114;201;3
50068;5186;3
50061;9383;3
50114;185;3
50170;8851;3
50072;4103;3
50144;8606;3
50095;9351;3
50144;8135;3
50065;9437;3
50173;479;3
50176;201;3
50195;8902;3
50188;939A;3
50193;9606;3
50050;8941;3
50014;8903;3
50192;9759;3
50209;8903;3
50197;6514;3
50094;7951;3
50014;8827;3
50072;99A5;3
50154;9903;3
50173;7809;3
50187;9624;3
50114;8118;3
50088;2769;3
50143;8100;3
50044;8211;3
50143;8117;3
50014;8819;3
50072;2762;3
50143;8002;3
50116;8331;3
50116;8088;3
50145;9319;3
50090;740;3
50241;9940;3
50144;5791;3
50241;9970;3
50114;3474;3
50176;2763;3
50072;8685;3
50143;85;3
50176;8302;3
50072;3581;3
50176;7835;3
50072;390X;3
50156;7351;3
50241;8899;3
50014;8828;3
50241;5399;3
50241;3099;3
50241;6391;3
50241;6899;3
50241;6620;3
50241;3092;3
50241;1242;3
50241;5052;3
50241;833;3
50241;765;3
50241;762;3
50241;234;3
50241;441;3
50241;84;3
50241;5051;3
50241;3939;3
50241;4430;3
50241;4491;3
50241;981;3
50241;3091;3
50241;3093;3
50241;1599;3
50241;1230;3
50241;772;3
50241;4812;3
50241;82;3
50241;80;3
50241;71;3
50217;494;3
50173;7785;3
50067;9317;3
50241;72;3
50072;5786;3
50241;81;3
50116;8309;3
50176;9520;3
50241;22;3
50072;3834;3
50090;8045;3
50144;3129;3
50241;6629;3
50066;8143;3
50072;3553;3
50173;7739;3
50143;8190;3
50143;8483;3
50014;8744;3
50241;1591;3
50072;4251;3
50010;9338;3
50241;4074;3
50095;93A3;3
50143;8377;3
50165;9782;3
50010;8396;3
50165;75;3
50072;3999;3
50088;1952;3
50072;2754;3
50072;8261;3
50144;8105;3
50114;7735;3
50173;7833;3
50159;8833;3
50151;938A;3
50213;9515;3
50241;1311;3
50090;6735;3
50024;2187;3
50067;946A;3
50144;8689;3
50072;3582;3
50143;8171;3
50065;6622;3
50213;4138;3
50195;9964;3
50164;8079;3
50241;1519;3
50176;1241;3
50143;7728;3
50014;8826;3
50067;8722;3
50153;7903;3
50220;8961;3
50173;8924;3
50241;1391;3
50144;8391;3
50144;8209;3
50156;9042;3
50072;8667;3
50173;7842;3
50241;4421;3
50155;8802;3
50241;4922;3
50241;1699;3
50072;2349;3
50173;8122;3
50114;5471;3
50067;8702;3
50090;8137;3
50193;9317;3
50072;3525;3
50144;8345;3
50143;7716;3
50218;9461;3
50116;8087;3
50088;6449;3
50195;8651;3
50185;7239;3
50072;4825;3
50088;6444;3
50044;8212;3
50220;159;3
50195;9446;3
50173;7849;3
50116;444;3
50173;8211;3
50144;5893;3
50114;7827;3
50212;21;3
50115;6839;3
50241;1241;3
50143;8132;3
50090;9547;3
50188;8905;3
50193;9926;3
50143;7798;3
50014;8877;3
50143;8196;3
50159;9542;3
50173;7732;3
50114;4251;3
50072;3885;3
50116;8145;3
50188;6515;3
